course_name,question_desc,option_a,option_b,option_c,option_d,correct_option,difficulty_level,chapter_name,subject_name,
CA CPT QT,Two random variables have the regression lines 3x + 2y = 26 and 6x + y = 31. The coefficient of correlation between x and y is:, 0.25,0.5, 0.5,0.25,3,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"The coefficient of correlation between X and Y is 0.6 U and V are two variables defined as<img>12 Correlation-1_image038.png</img> , then the coefficient of correlation between U and V is:",0.6,0.4,0.8,1,1,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"For the following data, the coefficient of rank correlation is: <table border=""1"" cellspacing=""0"" cellpadding=""0""> <tr> <td width=""169"" valign=""top""><p>Rank in Botany: </p></td> <td width=""30"" valign=""top""><p align=""center"">1</p></td> <td width=""30"" valign=""top""><p align=""center"">2</p></td> <td width=""30"" valign=""top""><p align=""center"">3</p></td> <td width=""30"" valign=""top""><p align=""center"">4</p></td> <td width=""30"" valign=""top""><p align=""center"">5</p></td> </tr> <tr> <td width=""169"" valign=""top""><p>Rank in Chemistry: </p></td> <td width=""30"" valign=""top""><p align=""center"">2</p></td> <td width=""30"" valign=""top""><p align=""center"">3</p></td> <td width=""30"" valign=""top""><p align=""center"">1</p></td> <td width=""30"" valign=""top""><p align=""center"">5</p></td> <td width=""30"" valign=""top""><p align=""center"">4</p></td> </tr></table>",0.93,0.4,0.6,None,3,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"The following data is given, based on 450 students for marks in Statistics and Economics at a certain examination:<table border=""1"" cellspacing=""0"" cellpadding=""0""> <tr> <td width=""415"" valign=""top""><p>Mean marks in Statistics =&nbsp; </p></td> <td width=""84"" valign=""top""><p align=""right"">40</p></td> </tr> <tr> <td width=""415"" valign=""top""><p>Mean marks in Economics = </p></td> <td width=""84"" valign=""top""><p align=""right"">48</p></td> </tr> <tr> <td width=""415"" valign=""top""><p>S.D. of marks (Statistics) = </p></td> <td width=""84"" valign=""top""><p align=""right"">12</p></td> </tr> <tr> <td width=""415"" valign=""top""><p>Variance of marks (Economics) = </p></td> <td width=""84"" valign=""top""><p align=""right"">256</p></td> </tr></table><br>Sum of Products of deviation of marks from their respective mean = 42075<br>The average who obtained 50 marks in Statistics is:",45,54.5,54,47.5,2,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"For 10 pairs of observations, number of concurrent deviations was found to be 4. What is the value of the coefficient of concurrent deviation?","<IMG alt="""" src=""C:\Documents and Settings\harshals\Desktop\Debug\AppImages\12 Correlation-1_image069.png"">",1/3&nbsp;, 1/3,"<IMG alt="""" src=""C:\Documents and Settings\harshals\Desktop\Debug\AppImages\12 Correlation-1_image071.png"">",1,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"If the covariance between two variables is 20 and the variance of one of the variables is 16, what would be the variance of the other variable?",More than 10,More than 100,More than 1.25,Less than 10,2,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"Assume 69 and 112 as the mean values of X and Y respectively. <span style=""font-family:Symbol; font-size:11.0pt; color:black; "">S</span>dx = 47, <span style=""font-family:Symbol; font-size:11.0pt; color:black; "">S</span>dx<sup><small>2</small></sup> = 1475, <span style=""font-family:Symbol; font-size:11.0pt; color:black; "">S</span>dy = 108, <span style=""font-family:Symbol; font-size:11.0pt; color:black; "">S</span>dy<sup><small>2</small></sup> = 3468, <span style=""font-family:Symbol; font-size:11.0pt; color:black; "">S</span>dx dy = 2116 and N = 8",0.95,0.65,0.75,0.85,1,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"In rank correlation, the association need not be linear:",TRUE,FALSE,Partly True,Partly False,1,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"The lines of regression are as follows: <BR>5x  145 = - 10y ; 14y  208 = - 8x. The mean values <IMG alt="""" src=""C:\Documents and Settings\harshals\Desktop\Debug\AppImages\12 Correlation-1_image003.png""> is:","(12, 5)","(5, 7)","(7, 12)","(5, 12)",4,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"The coefficient of rank correlation of marks obtained by 10 students, in English and Economics was found to be 0.5. It was later discovered that the difference in ranks in two subjects obtained by one student was wrongly taken as 3 instead of 7. The correct coefficient of rank correlation is:",0.32,0.26,0.49,0.93,2,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,Given the following data: <br>b<sub><small>xy</small></sub> = 0.4 & b<sub><small>yx</small></sub> = 1.6. The coefficient of determination is:,0.74,0.42,0.58,0.64,4,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,The method applied for deriving regression equations is known as:,Concurrent deviation,Product Moment,Least squares,Normal equation,3,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"The coefficient of correlation between x and y series from the following data: <TABLE border=1 cellSpacing=0 cellPadding=0 width=508> <TBODY> <TR> <TD vAlign=top width=342> <P>&nbsp;</P></TD> <TD vAlign=top width=83> <P align=center>X series</P></TD> <TD vAlign=top width=83> <P align=center>Y series</P></TD></TR> <TR> <TD vAlign=top width=342> <P>Number of pairs of observations</P></TD> <TD vAlign=top width=83> <P align=center>15</P></TD> <TD vAlign=top width=83> <P align=center>15</P></TD></TR> <TR> <TD vAlign=top width=342> <P>Arithmetic Mean</P></TD> <TD vAlign=top width=83> <P align=center>25</P></TD> <TD vAlign=top width=83> <P align=center>18</P></TD></TR> <TR> <TD vAlign=top width=342> <P>Standard Deviation</P></TD> <TD vAlign=top width=83> <P align=center>3.01</P></TD> <TD vAlign=top width=83> <P align=center>3.03</P></TD></TR> <TR> <TD vAlign=top width=342> <P>Sum of the squares of deviation from mean</P></TD> <TD vAlign=top width=83> <P align=center>136</P></TD> <TD vAlign=top width=83> <P align=center>138</P></TD></TR></TBODY></TABLE><BR>Sum of the product of the deviations of x and y series from their respective means = 122, is:",0.89,0.99,0.69,0.91,1,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"If the lines of regression in a bivariate distribution are given by x + 2y = 5 and 2x + 3y = 8, then the coefficient of correlation is:",0.866,-0.666,0.667, 0.866,4,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"If the correlation coefficient between two variables is 1, then the two lines of regression are:",Parallel,At the Right Angle,Coincident,None of these,3,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,If the sum of square of differences of rank is 50 and number of items is 8 then what is the value of rank correlation coefficient.,0.59,0.4,0.36,0.63,2,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,If coefficient of correlation between x and y is 0.46. Find coefficient of correlation between x and y/2,0.46,0.92, 0.46, 0.92,1,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,Given the regression equations as 3x + y = 13 and 2x + 5y = 20. Find regression equation of y on x.,3x + y = 13,2x + y = 20,3x + 5y = 13,2x + 5y = 20,4,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,The coefficient of correlation is significant if:,r &gt; 5 P. E,r &lt; 6 P.E&nbsp;,r&nbsp;>= 6 P. E,r = 6 P. E,3,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,The two regression equations are: <BR>2x + 3y + 18 = 0 <BR>x + 2y  25 = 0 <BR>find the value of y if x = 9, 8,8, 12,0,2,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,The correlation coefficient between x and y is  1/2. The value of <SUP><SMALL>b</SMALL></SUP>xy = - 1/8. Find by x., 2,-4,0,2,1,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,Ranks of two --------- characteristics by two judges are in reverse order then find the value of Spearman rank correlation co-efficient., 1,0,1,0.75,1,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"Which of the following regression equations represent regression line of Y on X: 7x + 2y + 15 = 0, 2x + 5y + 10 = 0",7x + 2y + 15 = 0,2x + 5y + 10 = 0,Both (a) and (b),None of these,2,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,If the rank correlation co-efficient between marks in Management and Mathematics for a group of students is 0.6 and the sum of the squares of the difference in ranks is 66. Then what is the number of students in the group?,9,10,11,12,2,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,Correlation coefficient between X and Y will be negative when:,X and Y are decreasing,X is increasing Y is decreasing,X and Y are increasing,None of these,2,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,The two regression lines are 7x  3y  18 = 0 and 4x  y  11 = 0. Find the values of b<SUB><SMALL>yx</SMALL></SUB> and b<SUB><SMALL>xy</SMALL></SUB>,"7/3, ¼","-7/3 , -1/4"," 3/7, - ¼",None of these,1,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"'P' is the simple correlation coefficient, the quantity P<SUP><SMALL>2</SMALL></SUP> is known as:",Coefficient of determination,Coefficient of Nondetermination,Coefficient of alienation,None of the above,1,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,,Combined mean,Harmonic mean,Geometric mean,Arithmetic mean,4,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"If the correlation coefficient between x and y is r then between <IMG alt="""" src=""C:\Documents and Settings\harshals\Desktop\Debug\AppImages\12 Correlation-1_image018_0000.png"">is",r,-r,(r-5)/2,( r 7)/10,1,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,If two lines of regression are x + 2y  5 = 0 and 2x + 3y  8 = 0.<BR>The regression line of y on x is,x + 2y  5 = 0,2x + 3y -8 = 0,Any of the two lines,None of the two lines,1,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"If the sum of the product of deviations of x and y series from their means is zero, then the coefficient of correlation will be",1,-1,0,None of these,3,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,The rank of five participants given by two judges are <TABLE border=1 cellSpacing=0 cellPadding=0 width=511> <TBODY> <TR> <TD vAlign=top width=511 colSpan=6> <P>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Participants</P></TD></TR> <TR> <TD vAlign=top width=79> <P>&nbsp;</P></TD> <TD vAlign=top width=78> <P align=center>A</P></TD> <TD vAlign=top width=84> <P align=center>B</P></TD> <TD vAlign=top width=96> <P align=center>C</P></TD> <TD vAlign=top width=84> <P align=center>D</P></TD> <TD vAlign=top width=90> <P align=center>E</P></TD></TR> <TR> <TD vAlign=top width=79> <P>Judge 1</P></TD> <TD vAlign=top width=78> <P align=center>1</P></TD> <TD vAlign=top width=84> <P align=center>2</P></TD> <TD vAlign=top width=96> <P align=center>3</P></TD> <TD vAlign=top width=84> <P align=center>4</P></TD> <TD vAlign=top width=90> <P align=center>5</P></TD></TR> <TR> <TD vAlign=top width=79> <P>Judge 2</P></TD> <TD vAlign=top width=78> <P align=center>5</P></TD> <TD vAlign=top width=84> <P align=center>4</P></TD> <TD vAlign=top width=96> <P align=center>3</P></TD> <TD vAlign=top width=84> <P align=center>2</P></TD> <TD vAlign=top width=90> <P align=center>1</P></TD></TR></TBODY></TABLE><BR>Rank correlation coefficient between ranks will be,1,0, 1,½,3,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,Regression coefficients are -------------,dependent of change of origin and of scale,independent of both change of orgin and of scale&nbsp;,dependent of change of origin but not of scale,independent of change of origin but not of scale,4,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,Given: <img>12 Correlation-1_image062.png</img> <br> The coefficient of correlation between x and y is 0.6. What will be the regression coefficient of 'x' on 'y'?,0.03,0.3,0.2,0.05,2,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,If the two lines of regression are x + 2y  5 = 0 and 2x + 3y  8 = 0. <BR>The regression line of y on x is,x + 2y  5 = 0,2x + 3y  8 = 0,Any of the two line,None of the two lines,3,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,The covariance between two variables X and Y is 8.4 and their variances are 25 and 36 respectively. Calculate Karl Pearson's coefficient of correlation between them.,0.82,0.28,0.01,0.09,2,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"For a bivariate data, two times of regression are 40x  18y = 214 and 8x  10y + 66 = 0 then find the values of x and y",17 and 13,13 and 17,13 and  17, 13 and 17,2,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"Three competitors in a contest are ranked by two judges in the order 1, 2, 3 and 2, 3, 1 respectively. Calculate the Spearman's rank correlation coefficient", 0.5,-0.8,0.5,0.8,1,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,What is spurious correlation?,It is a bad relation between two variables.,It is very low correlation between two variables&nbsp;,It is the correlation between two variables having no causal relation.,It is a negative correlation.,3,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,Scatter diagram is considered for measuring,Linear relationship between two variables,curvilinear relationship between two variables,Neither a) nor b),Both a) and b).,4,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"If the plotted points in a scatter diagram lie from upper left to lower right, then thecorrelation is",Positive,Zero,Negative,None of these.,3,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"If the plotted points in a scatter diagram are evenly distributed, then the correlation is",Zero,negetive&nbsp;,Positive,a) or b).,1,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"If all the plotted points in a scatter diagram lie on a single line, then the correlation is",Perfect positive,Prefect negetive,Both a) and b),Either a) or b).,4,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,The correlation between shoe-size and intelligence is,Zero,Positive,Negative,None of these.,1,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,The correlation between the speed of an automobile and the distance travelled by it after applying the brakes is,Negative,Zero,Positive,None of these.,1,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,Scatter diagram helps us to,Find the nature correlation between two variables,Compute the extend of cerrelation between two variables,Obtain the mathematical relationship between two variables,Both (a) and (c).,1,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,Pearson's correlation coefficient is used for finding,Correlation for any type of relation,Correlation for linear relation only,Correlation for curvilinear relation only,Both b) and c),2,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,Product moment correlation coefficient is considered for,Finding the nature of correlation,Finding the amount of correlation,Both (a) and (b),Either (a) and (b).,3,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"If the value of correlation coefficient is positive, then the points in a scatter diagram tend to cluster",From lower left corner to upper right corner,From lower left corner to&nbsp;lower right corner,From lower right corner to upper left corner,From lower right corner to upper right corner.,1,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"When&nbsp;v = 1, all the points in a scatter diagram would lie",On a straight line directed from lower left to upper right,On a straight line directed from lower left to lower&nbsp;right,On a straight line,Both a) and b).,1,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,Product moment correlation coefficient may be defined as the ratio of,The product of standard deviations of the two variables to the covariance between them,The covariance between the variables to the product of the varince of them,The covariance between the variables to the product of their standard deviations,Either b) or c).,3,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,The covariance between two variables is,Strictly positive,Strictly negative,Always 0,Either positive or negative or zero.,4,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,The coefficient of correlation between two variables,Can have any unit.,is&nbsp;expressed as rhe product of units of two vriables,Is a unit free measure,None of these.,3,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,What are the limits of the correlation coefficient?,No limit,-1 and 1,"0 and 1, including the limits","-1 and 1, including the limits",3,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"In case the correlation coefficient between two variables is 1, the relationship between the two variables would be",y = a + bx,"y = a + bx, b &gt; 0","y = a + bx, b &lt; 0","y = a + bx, both a and b being positive.",2,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,Bivariate Data are the data collected for,Two variables,More than Two variables,Two variables at the same point of time,Two variables at different points of time.,3,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,For a bivariate frequency table having (p + q) classification the total number of cells is,p,p + q,q,pq,4,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,Some of the cell frequencies in a bivariate frequency table may be,Negative,Zero,a or b,None of these,2,2,Correlation And Regression,Quatitative Aptitude,
CA CPT QT,"For a p x q bivariate frequency table, the maximum number of marginal distributions is",p,p + q&nbsp;&nbsp;,1,2,4,2,Correlation And Regression,Quatitative Aptitude,
