course_name,question_desc,option_a,option_b,option_c,option_d,correct_option,difficulty_level,chapter_name,subject_name
CA CPT LAW,The lien of an Unpaid Seller depends on -,Possession,Title,Ownership,Whether the Buyer has paid the price or not.,1,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,An Unpaid Seller can exercise his right of lien -,where the goods have been sold on credit and terms of credit has not expired,where the Buyer has not become insolvent,for the price of the goods,for the price of the goods and for other charges,1,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,The right of lien exercised by an Unpaid Seller is to -,retain possession,regain possession,recover price and other charges,recover damages,1,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,An Unpaid Seller can exercise the right of stoppage in transit when the Carrier holds the goods -,as Seller's agent,as Buyer's agent,as agent of both of them,in his own name,1,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,If the goods are rejected by the Buyer and the Carrier or other Bailee continues to be in possession of them the transit -,is deemed to be at an end,is not deemed to be at an end,commences,is to be determined by the Court,1,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"An Unpaid Seller has not given notice of resale to the buyer. On the resale, there is a ioss. In such case -",The Unpaid Seller can recover it from the Buyer,Unpaid Seller cannot recover it from the Buyer,"The Buyer can recover it from, the Unpaid Seller",The Buyer must compensate the Unpaid Seller,2,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"""Warehouse-Keeper's Certificate"" is a document of title to 'goods' within the meaning of Section 2(4) of the Sale of Goods Act.",TRUE,FALSE,Partly True,Conditionally True,1,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"Under the Sale of Goods Act, 1930, ""Wharfinger's Certificate"" is a -",Document of Title,Document showing Title,Certificate equivalent to a Negotiable Instrument,Delivery Order,1,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,Which of these is a Document of Title to Goods?,Usance Promissory Note,International Bill of Exchange,Bill of Lading,Account Payee Crossed Cheque,3,1,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,Which of these is NOT a Document of Title to Goods?,Bill of Lading,Railway Receipt,Dock Warrant,Bearer Cheque,4,1,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,Which of these is NOT a Document of Title to Goods?,Warehouse Keeper's Certificate,Wharfinger's Certificate,Bill of Exchange,Dock Warrant,3,1,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,Which of these is NOT a Document of Title to Goods?,Multimodal Transport Document,Bill of Lading,Promissory Note,Railway Receipt,3,1,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,Dock Warrant is a  ,Document showing title to Goods,Document of Title to Goods,Bill of Exchange,Warrant for Arrest of a Person,2,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"Several provisions of the Indian Contract Act have been retained in the Sale of Goods Act, 1930 to meet the need of both the buyers and sellers.",TRUE,Partly true,FALSE,None of the above,3,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"The un-repealed provisions of the ..... Act shall continue to apply to contracts for the sale of goods,save insofar as they are inconsistent with the express provisions of the Sale of Goods Act.",Transfer of Property Act,Indian Evidence Act,Indian Contract Act,Partnership Act,3,1,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"Under the Sale of Goods Act, ""fault"" means -",non-payment of price by Buyer,non-delivery of goods by Seller,any wrongful act or default,any act or omission as decided by the Court,3,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"The term ""Goods"" is defined in Section ..... of the Sale of Goods Act, 1930.",2(5),2(6),2(7),2(8),3,3,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"The term ""Goods"" under the Sale of Goods Act, 1930 covers -",Immovable Property,Movable Property,Both Immovable and Movable Property,Marketable Property,2,1,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"Which of the following are not included in the term ""Goods"" under the Sale of Goods Act -",Stock and Shares,Actionable Claims,"Growing Crops, Grass etc.",Personal Use Property,2,1,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"""Goods"" under the Sale of Goods Act, includes -",Money,Actionable Claim,Both a and b,Neither a nor b,4,1,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"The definition of ""Goods"" as given in Sale of Goods Act, is the same as given to Movable Property under the Indian Contract Act, 1872.",TRUE,Partly true,FALSE,None of the above,1,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"The term ""Goods"" in the Sale of Goods Act, means ",subject matter of the contract of Sale,specific goods only,ascertained goods only,ownership,1,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,Transfer of Actionable Claim(s) is governed by the provisions of the Sale of Goods Act.,TRUE,Partly True,FALSE,None of the above,3,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"Things attached to land, which are agreed to be severed before sale constitute -",Goods,Movable Property,"Crops, Grass and Things",Immovable Property,1,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"Can ""Coins of antiquity"" be considered ""Goods"" under the Sale of Goods Act?",Yes,No,Partly Yes,None of the above,1,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"""Jubilee Coins"" are goods within the meaning of Section 2(7) of the Sale of Goods Act.",TRUE,Partly True,FALSE,None of the above,1,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"Section....of the Sale of Goods Act, defines ""Future Goods"".",2(5),2(6),2(7),2(8),2,3,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"Under the Sale of Goods Act, ""Future Goods"" means ",Goods which have perished before the contract of sale,Goods which are to be manufactured or acquired by the Seller after making the Contract of Sale,Goods which are already available with the Buyer,Goods which come into being upon happening of a contingency,2,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"Under the Sale of Goods Act, "".......Goods"" means goods which not yet in existence at the time of making the contract of sale.",Ascertained Goods,Future Goods,Specific Goods,Perishable Goods,2,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"Question of insolvency of the Buyer, is of importance in connection with the seller's lien on the goods.",TRUE,Partly true,Conditionally True,FALSE,1,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"Under the Sale of Goods Act, 1930, the term ""Mercantile Agent"" means a mercantile agent, havingas such agent, authority to -",sell goods or consign goods for the purposes of sale,buy goods,raise money on the security of goods,do all of the above,4,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"Under the Sale of Goods Act, 1930, ""Mercantile Agent"" should have authority -",in the customary course of business as such agent,as specified in the contract of agency,as specified by the Buyer,as specified by the Seller,1,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"Under Sec.2(10) of the Sale of Goods Act, ...... means the money consideration for a sale of goods.",Price,Revenue,Cost,Value,1,1,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"Under Sec.2(10) of the Sale of Goods Act, ""Price"" means the ................ for a sale of goods.",Money Consideration,Transfer Value,Revenue Consideration,Economic Exchange Value,1,3,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"Section....of the Sale of Goods Act, 1930 defines the term ""Property"".",2(11),2(12),2(13),2(14),1,1,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"The word ""Property"" in the Sale of Goods Act, 1930 means -",Ownership or title,Seller or Transferor,Buyer or Purchaser,All of the above,1,1,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"Under the Sale of Goods Act, ""Property in Goods"" means -",the specific property or ownership in goods,the general property or ownership in goods,Both a and b,Neither a nor b,2,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"The term ""Quality of Goods"" in Section 2(12) of the Sale of Goods Act, has a reference to -",Description,Fitness for a particular purpose,State or condition,None of the above,1,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"Under Section 2(13) of the Sale of Goods Act, 1930 ""Seller"" means a person who -",sells goods,agrees to sell goods,either a or b,neither a nor b,3,1,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"Section ....of the Sale of Goods Act, 1930 defines the term ""Specific Goods"".",2(11),2(12),2(13),2(14),4,3,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"Under the Sale of Goods Act, the term ""Specific Goods"" is meant as -",Goods identified and agreed upon,Goods which are not capable of identification,Generic Goods,Unascertained Goods,1,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"The term ""Contingent Goods"" refers to -","Goods, the acquisition of which by the Seller depends upon a contingency",Goods which are not capable of identification,Goods which may or may not be sold,Goods which may or may not be bought by the Buyer,1,1,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"A, a fisherman, agrees to sell B, a certain type of fish, provided there is no cyclonic storm. The goods are -",Future Goods,Specific Goods,Unascertained Goods,Contingent Goods,4,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"X agrees to sell Y, all crops to be grown in X's farm in Haryana during 2006 season, for Rs. 1,00,000. In this case, the goods are -",Future Goods,Specific Goods,Unascertained Goods,Contingent Goods,1,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"Chapter II of the Sale of Goods Act, provides for -",Subject-matter of Contract of Sale of Goods,Effects of the Contract of Sale of Goods,Formation of a Contract of Sale of Goods,Preliminaries in a Contract of Sale of Goods,2,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"To constitute a valid sale, there must be at least -",One parties,Two parties,Three parties,Four parties,2,1,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,Which of these is NOT a valid sale?,"Sale by one part owner of a property, to another part owner, for renouncing his right",Sale made by the Firm to any of its Partners,Sale made by a Partner to the Firm,Distribution of goods among Partners upon dissolution of Firm,4,3,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,Price Consideration in a Contract of Sale can be -,Only by way of money,Only by way of goods in return,Partly by way of money or partly by way of goods in return,No consideration is required at all,3,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,When goods are given by the Buyer as consideration for the goods received from the Seller it is called -,Sale,Agreement to Sell,Barter,Bailment,3,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,Y agrees to sell 100 bags of rice for a consideration of Rs. 350 per bag for 50 bags and 30 bags of wheat to be given by Z. Is this a valid contract of sale?,Not Valid since non-monetary consideration is involved,Valid only to the extent of monetary consideration i.e. 50 bags,Fully Valid for monetary and non-monetary consideration,Voidable at the option of Z,3,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,When no consideration is paid by the Buyer for the goods received from the Seller it is called  ,Sale,Barter,Gift,Bailment,3,1,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,An Agreement to Sell in respect of goods is an ..........contract which creates a jus in personam,Executed,Executory,Voidable,Void,2,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,An Agreement to Sell in respect of goods is an executory contract which creates.........,a jus in personam,a jus in rem,both a and b,neither a nor b,1,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"In a Contract of Sale (as against an Agreement to Sell), the property in goods is transferred in -",Past,Present,Future,There is no transfer of property at all,2,1,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"In an Agreement to Sell, the property in goods is transferred in -",Past,Present,Future,There is no transfer of property at all,2,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"Where under a contract, the property in goods is transferred from the Seller to the Buyer, contract is",called a Sale,called an Agreement to Sell,Voidable at the option of the Buyer,Void ab-initio,2,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,"Where the transfer of property is to take place at a future time or subject to some condition thereafter to be fulfilled, the contract is -",called a Wagering Contract,called an Agreement to Sell,Voidable at the option of the Buyer,Void ab-initio,2,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,An agreement to sell becomes....... when the time elapses or the conditions. are fulfilled subject towhich the property in the goods is to be transferred.,Sale,Void,Voidable at the option of the Buyer,Illegal,1,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,The sale of a Motor Vehicle is complete upon ,transfer in the ownership records of the Registering Authority,payment of full consideration along with delivery of possession,both a and b,payment of consideration only,2,3,SOGA 1930- PRELIMINARIES,Mercentile Law
